respondent_id,survey_year,age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2060,2023,35,Female,Brazil,No,No,No,Rarely,26-100,No,Yes,Yes,No,No,No,No,Somewhat difficult,Maybe,No,No,Yes,No,Maybe,Don't know,No,
2061,2023,23,Non-binary,United States,No,No,Yes,Rarely,6-25,Yes,Yes,No,Don't know,No,No,Don't know,Don't know,No,Maybe,Yes,No,Maybe,Yes,Don't know,Yes,
2062,2021,27,Male,United States,No,No,No,Often,More than 1000,Yes,Yes,Yes,Yes,Yes,No,Don't know,Very difficult,Maybe,No,Yes,Yes,No,No,Don't know,No,Burnout is rampant in my team.
2063,2021,18,Male,United States,No,Yes,No,Never,100-500,No,No,Yes,No,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Yes,No,No,Remote work has been a double-edged sword.
2064,2024,26,Female,United States,No,No,No,Sometimes,6-25,No,Yes,No,Yes,No,Yes,No,Don't know,Yes,No,No,No,Maybe,Yes,Yes,No,
2065,2022,36,Female,United States,No,No,No,Rarely,6-25,Yes,No,No,No,No,Yes,No,Don't know,Yes,No,No,Some of them,No,No,No,Yes,Glad to see more companies taking this seriously.
2066,2024,24,Male,United States,Yes,No,No,Never,100-500,Yes,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,No,Maybe,Some of them,Some of them,No,No,Yes,No,Open conversations help reduce stigma.
2067,2024,26,Male,United States,No,No,Yes,Often,26-100,Yes,Yes,Yes,Don't know,No,Don't know,No,Don't know,Yes,No,Yes,Some of them,Yes,No,Don't know,No,Management needs training on mental health.
2068,2022,29,Female,Canada,No,No,No,Never,1-5,No,Yes,Don't know,No,No,No,No,Somewhat difficult,No,Maybe,Yes,Yes,Maybe,No,No,No,
2069,2023,36,Male,Canada,No,Yes,No,Never,More than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Somewhat easy,Yes,No,Some of them,Yes,Maybe,Yes,Don't know,No,
2070,2024,23,Male,Other,No,Yes,No,Rarely,6-25,Yes,Yes,No,Don't know,No,No,Yes,Very easy,Yes,Maybe,Yes,No,Maybe,No,Don't know,No,Management needs training on mental health.
2071,2023,21,Male,United Kingdom,No,No,No,Rarely,100-500,No,Yes,No,No,No,No,Yes,Somewhat difficult,Yes,No,Yes,Yes,Yes,Maybe,No,No,
2072,2021,34,Female,Ireland,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,
2073,2023,38,Male,United States,No,Yes,No,Rarely,6-25,No,Yes,No,Yes,Don't know,Don't know,No,Don't know,Maybe,No,No,No,No,Maybe,Yes,Yes,Better awareness programs needed.
2074,2022,29,Male,Australia,No,Yes,Yes,Sometimes,6-25,Yes,Yes,No,Don't know,No,Don't know,No,Somewhat easy,No,Maybe,Yes,No,No,No,Yes,No,Stigma is still a major issue in my workplace.
2075,2021,30,Non-binary,India,Yes,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Maybe,No,No,No,No,Maybe,Don't know,Yes,
2076,2023,25,Male,United States,No,No,Yes,Sometimes,26-100,Yes,No,Yes,Yes,No,Yes,No,Somewhat easy,No,No,No,Some of them,No,Maybe,Don't know,No,Better awareness programs needed.
2077,2020,20,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,No,No,Don't know,No,No,Don't know,Very easy,No,No,No,Some of them,Maybe,No,No,No,Open conversations help reduce stigma.
2078,2022,32,Female,Netherlands,No,No,No,Never,1-5,No,Yes,Don't know,No,No,Don't know,No,Don't know,Yes,Maybe,Yes,No,No,Maybe,Yes,Yes,
2079,2022,35,Male,United States,No,Yes,No,Often,100-500,No,No,Yes,Yes,Don't know,Don't know,No,Very difficult,Maybe,Maybe,No,Some of them,Maybe,Yes,Don't know,No,
2080,2021,34,Female,United States,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,No,Yes,Yes,Stigma is still a major issue in my workplace.
2081,2024,36,Male,United Kingdom,Yes,No,No,Sometimes,500-1000,Yes,No,No,Yes,Yes,Don't know,Don't know,Somewhat easy,Yes,No,No,Yes,Maybe,Maybe,Don't know,No,Remote work has been a double-edged sword.
2082,2019,40,Female,Other,No,Yes,No,Never,26-100,No,No,Don't know,Don't know,Yes,Yes,No,Very difficult,Maybe,No,No,Some of them,Maybe,Maybe,Don't know,Yes,
2083,2020,33,Male,Australia,No,No,No,Often,More than 1000,No,Yes,Yes,Yes,No,Don't know,Don't know,Very difficult,No,No,Yes,Yes,No,Maybe,Yes,No,Stigma is still a major issue in my workplace.
2084,2024,39,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,No,No,Stigma is still a major issue in my workplace.
2085,2023,18,Male,Sweden,No,No,No,Never,26-100,No,No,No,Yes,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,Yes,
2086,2024,26,Male,Ireland,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Don't know,No,Don't know,No,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,No,Glad to see more companies taking this seriously.
2087,2024,38,Male,United States,Yes,No,No,Never,100-500,No,Yes,No,Yes,No,No,Don't know,Don't know,Yes,No,Yes,No,Yes,No,Yes,No,HR resources are available but rarely used.
2088,2019,18,Other / Prefer not to say,Other,No,No,Yes,Sometimes,26-100,Yes,No,Don't know,Don't know,Don't know,No,Yes,Very easy,Maybe,Maybe,No,No,No,Maybe,Don't know,Yes,Better awareness programs needed.
2089,2023,36,Male,United States,No,No,Yes,Rarely,6-25,No,No,No,No,No,No,Don't know,Somewhat difficult,No,No,Yes,Some of them,Maybe,No,Yes,No,Stigma is still a major issue in my workplace.
2090,2019,35,Male,Canada,Yes,No,Yes,Sometimes,100-500,Yes,No,No,Don't know,Yes,Don't know,Yes,Very easy,No,No,Yes,No,No,Maybe,No,No,
2091,2023,22,Female,Other,No,No,No,Rarely,6-25,No,Yes,Yes,No,Don't know,No,Yes,Somewhat easy,No,No,No,No,Maybe,No,No,Yes,Better awareness programs needed.
2092,2024,18,Female,Other,No,No,Yes,Often,100-500,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Some of them,Maybe,No,Don't know,Yes,
2093,2024,22,Male,Other,No,No,No,Often,More than 1000,Yes,No,No,Yes,No,Yes,Yes,Don't know,Yes,Maybe,No,Some of them,Maybe,No,Yes,No,We have EAP but nobody talks about it.
2094,2024,30,Male,Australia,No,No,No,Never,100-500,No,Yes,Yes,Yes,No,No,No,Very difficult,No,Maybe,Yes,Yes,No,No,Don't know,Yes,Remote work has been a double-edged sword.
2095,2024,32,Male,Australia,No,Yes,No,Never,100-500,Yes,Yes,No,Yes,Yes,Yes,No,Somewhat easy,Maybe,No,No,Some of them,No,No,Don't know,No,
2096,2021,41,Male,Sweden,No,Yes,No,Never,100-500,Yes,No,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,Maybe,No,No,Yes,No,Maybe,Yes,Yes,Stigma is still a major issue in my workplace.
2097,2024,38,Female,India,No,Yes,Yes,Often,500-1000,No,No,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,Maybe,Yes,No,No,Maybe,No,No,Glad to see more companies taking this seriously.
2098,2023,35,Male,United States,No,No,No,Never,6-25,No,Yes,Yes,No,No,Yes,Don't know,Don't know,Yes,No,Some of them,Yes,No,Maybe,Don't know,Yes,
2099,2022,26,Female,Canada,No,Yes,No,Rarely,100-500,No,Yes,Yes,Don't know,Yes,Yes,Don't know,Very easy,Yes,No,No,Some of them,Yes,No,Yes,No,HR resources are available but rarely used.
2100,2023,37,Male,United States,Yes,No,Yes,Often,More than 1000,No,No,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Yes,No,Maybe,Maybe,Don't know,Yes,We have EAP but nobody talks about it.
2101,2022,22,Male,Germany,No,No,No,Often,More than 1000,Yes,No,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Yes,No,Maybe,Maybe,Don't know,No,
2102,2023,50,Non-binary,United States,No,No,No,Rarely,26-100,Yes,Yes,No,Don't know,Don't know,No,No,Somewhat difficult,Yes,No,No,No,No,No,Don't know,No,
2103,2024,22,Female,United Kingdom,No,Yes,No,Rarely,100-500,Yes,Yes,Yes,Yes,Don't know,No,Yes,Somewhat easy,Yes,No,Yes,Yes,No,No,Yes,No,Better awareness programs needed.
2104,2019,39,Male,United States,No,No,No,Never,100-500,No,No,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No,
2105,2022,35,Male,United States,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Don't know,Yes,No,Don't know,Yes,No,No,Yes,No,Yes,Yes,No,Better awareness programs needed.
2106,2023,30,Female,United States,No,No,No,Often,6-25,No,No,No,No,No,No,No,Somewhat easy,Yes,No,Yes,Some of them,Maybe,Yes,Yes,Yes,
2107,2021,20,Female,Canada,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,Yes,No,Yes,No,HR resources are available but rarely used.
2108,2022,26,Male,United States,No,No,Yes,Often,100-500,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,Some of them,Some of them,Maybe,Maybe,Yes,Yes,Remote work has been a double-edged sword.
2109,2020,37,Male,United States,No,No,No,Never,26-100,No,Yes,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,No,Maybe,Maybe,No,No,HR resources are available but rarely used.
2110,2022,25,Male,United States,Yes,Yes,Yes,Often,6-25,Yes,No,Don't know,No,No,No,Yes,Somewhat easy,No,No,Some of them,No,No,Yes,Don't know,Yes,Open conversations help reduce stigma.
2111,2022,32,Non-binary,United States,No,Yes,Yes,Often,100-500,Yes,Yes,Don't know,Yes,Yes,Don't know,Yes,Somewhat easy,Yes,No,Yes,No,Maybe,Yes,Don't know,Yes,
2112,2020,36,Female,United States,No,No,Yes,Often,6-25,Yes,Yes,No,Yes,Don't know,No,No,Somewhat difficult,No,Maybe,Some of them,No,No,No,Don't know,No,
2113,2021,24,Male,Ireland,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,No,Very easy,No,No,No,Some of them,No,Maybe,No,No,
2114,2022,27,Male,United Kingdom,Yes,Yes,Yes,Sometimes,100-500,Yes,No,Yes,No,No,Yes,Yes,Somewhat easy,Yes,Yes,Yes,Yes,No,No,Don't know,No,
2115,2024,20,Male,United States,Yes,No,No,Rarely,26-100,No,Yes,No,Don't know,Don't know,Don't know,No,Somewhat difficult,No,No,Some of them,Some of them,Maybe,No,No,No,Management needs training on mental health.
2116,2023,29,Female,India,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,Maybe,No,Yes,No,No,No,No,No,
2117,2023,51,Male,United States,No,No,No,Never,500-1000,No,No,Yes,Don't know,Yes,Yes,Don't know,Don't know,No,No,Yes,No,Yes,No,Don't know,No,
2118,2023,33,Female,United States,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,No,No,Yes,No,Very easy,Maybe,No,No,Yes,Maybe,No,No,No,We have EAP but nobody talks about it.
2119,2023,20,Male,United States,No,No,No,Never,26-100,Yes,No,No,Don't know,No,Yes,Don't know,Don't know,No,No,No,No,Yes,Maybe,Yes,No,HR resources are available but rarely used.
2120,2021,48,Female,United States,No,No,No,Rarely,500-1000,No,Yes,No,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,Some of them,No,Yes,No,No,Leadership support makes all the difference.
2121,2021,29,Male,United States,No,Yes,Yes,Often,6-25,Yes,Yes,Yes,Don't know,No,Don't know,Yes,Very difficult,No,No,No,Some of them,Yes,Maybe,Don't know,Yes,Glad to see more companies taking this seriously.
2122,2021,35,Male,United States,No,No,No,Never,100-500,Yes,Yes,No,No,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,No,No,
2123,2020,29,Male,Canada,Yes,No,Yes,Sometimes,26-100,No,Yes,Don't know,No,Don't know,No,No,Somewhat easy,No,Maybe,Yes,Some of them,No,Yes,Don't know,No,
2124,2022,19,Male,United States,Yes,No,No,Sometimes,100-500,No,Yes,Yes,Don't know,Yes,Yes,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Stigma is still a major issue in my workplace.
2125,2020,24,Female,United States,Yes,Yes,No,Sometimes,More than 1000,Yes,No,Yes,Yes,No,No,Don't know,Don't know,No,Maybe,Yes,Yes,No,No,Yes,No,Open conversations help reduce stigma.
2126,2021,24,Female,Germany,No,Yes,No,Never,100-500,No,Yes,Yes,No,No,Don't know,Yes,Don't know,Yes,No,Some of them,Some of them,No,Maybe,Yes,No,Anonymous reporting would increase participation.
2127,2019,24,Male,Sweden,No,No,No,Sometimes,26-100,Yes,Yes,No,No,No,Don't know,Don't know,Very difficult,No,Maybe,Yes,Yes,Maybe,Yes,Yes,No,
2128,2024,28,Male,Ireland,No,No,No,Sometimes,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,No,No,Maybe,Yes,Yes,Burnout is rampant in my team.
2129,2022,30,Female,United States,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,Yes,Don't know,No,Yes,Some of them,No,Maybe,No,Don't know,No,Open conversations help reduce stigma.
2130,2024,31,Male,United States,No,Yes,No,Often,More than 1000,No,Yes,Yes,No,Don't know,Yes,No,Very difficult,Maybe,Maybe,Yes,Some of them,No,No,Don't know,No,
2131,2024,18,Non-binary,United States,No,Yes,No,Sometimes,26-100,No,Yes,Don't know,Don't know,No,No,No,Don't know,No,No,Yes,Yes,Maybe,No,Yes,Yes,
2132,2023,20,Male,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,No,No,
2133,2024,26,Male,India,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,No,No,No,Yes,No,No,Don't know,No,
2134,2022,21,Male,United States,No,Yes,Yes,Rarely,6-25,Yes,Yes,Don't know,No,No,Yes,Don't know,Very difficult,No,No,No,Some of them,Yes,No,Don't know,No,
2135,2021,18,Male,United States,Yes,Yes,Yes,Rarely,100-500,Yes,Yes,Don't know,No,Don't know,No,Don't know,Don't know,Maybe,No,No,No,No,No,Yes,No,
2136,2023,34,Male,United States,No,No,No,Often,100-500,No,No,Yes,Don't know,Yes,No,No,Somewhat easy,Yes,No,Yes,Yes,Maybe,No,Don't know,No,Leadership support makes all the difference.
2137,2022,30,Male,Germany,No,No,Yes,Often,1-5,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Yes,No,Some of them,No,No,No,Yes,No,Open conversations help reduce stigma.
2138,2023,18,Female,United States,No,No,No,Rarely,100-500,Yes,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,No,Maybe,Yes,Some of them,No,No,Yes,Yes,
2139,2019,22,Male,United States,No,Yes,No,Sometimes,100-500,No,Yes,No,No,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,No,
2140,2024,43,Non-binary,Australia,No,Yes,No,Often,500-1000,No,Yes,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,Maybe,No,No,Some of them,Maybe,Maybe,Don't know,No,Leadership support makes all the difference.
2141,2023,26,Female,United States,No,No,Yes,Rarely,26-100,Yes,No,No,Yes,Don't know,Yes,Yes,Somewhat easy,No,No,No,Some of them,Maybe,Maybe,No,No,
2142,2024,38,Non-binary,Australia,No,No,No,Never,1-5,No,Yes,Yes,Don't know,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Glad to see more companies taking this seriously.
2143,2023,31,Male,United States,No,Yes,Yes,Sometimes,More than 1000,Yes,No,No,Yes,Yes,Don't know,No,Don't know,No,No,Yes,No,No,No,Don't know,Yes,More anonymous support options would help.
2144,2024,21,Male,Sweden,No,Yes,No,Rarely,100-500,Yes,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Yes,No,No,Some of them,Yes,No,Don't know,No,Anonymous reporting would increase participation.
2145,2024,31,Female,United States,No,No,No,Never,More than 1000,Yes,No,No,Yes,Yes,Yes,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,Maybe,No,Don't know,No,Better awareness programs needed.
2146,2021,28,Male,Other,No,No,Yes,Rarely,26-100,Yes,Yes,No,Yes,Don't know,No,No,Very easy,Yes,No,No,Yes,Yes,No,Don't know,No,
2147,2022,18,Male,United States,No,No,Yes,Sometimes,More than 1000,Yes,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Yes,No,Some of them,No,Yes,Don't know,No,
2148,2019,34,Male,Ireland,Yes,Yes,No,Rarely,500-1000,Yes,No,Yes,Yes,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,No,Maybe,No,Don't know,No,Stigma is still a major issue in my workplace.
2149,2019,25,Female,United States,Yes,No,No,Rarely,26-100,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat easy,Maybe,No,No,Some of them,No,No,No,No,Remote work has been a double-edged sword.
2150,2022,37,Male,United Kingdom,No,No,No,Often,1-5,Yes,Yes,Don't know,No,No,Yes,No,Somewhat difficult,Yes,No,No,Yes,Maybe,Maybe,Don't know,Yes,We have EAP but nobody talks about it.
2151,2023,24,Male,United Kingdom,No,No,No,Often,More than 1000,Yes,Yes,Don't know,Yes,Yes,Don't know,Don't know,Somewhat difficult,No,Maybe,No,No,Maybe,No,Don't know,No,
2152,2022,45,Male,Canada,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Don't know,Yes,Don't know,Yes,Don't know,Yes,No,Some of them,Yes,Maybe,Yes,Don't know,No,
2153,2022,21,Male,United Kingdom,No,No,Yes,Sometimes,100-500,Yes,Yes,No,Don't know,Yes,Yes,Yes,Somewhat difficult,Yes,No,Yes,Yes,No,No,No,No,Remote work has been a double-edged sword.
2154,2023,26,Male,United States,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,No,No,Yes,Don't know,Don't know,Yes,No,No,Some of them,Maybe,No,Yes,No,Leadership support makes all the difference.
2155,2024,31,Male,Sweden,No,No,No,Sometimes,6-25,Yes,No,No,No,No,No,No,Somewhat difficult,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,
2156,2020,27,Male,France,No,No,No,Never,More than 1000,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,No,No,Yes,Don't know,No,More anonymous support options would help.
2157,2021,34,Non-binary,Canada,Yes,Yes,Yes,Often,More than 1000,No,Yes,Don't know,No,No,Yes,No,Somewhat easy,No,No,Yes,Yes,No,No,No,No,
2158,2024,39,Male,Netherlands,No,No,No,Never,100-500,No,Yes,No,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,Some of them,Maybe,Maybe,Don't know,Yes,
2159,2024,29,Male,United States,No,Yes,Yes,Often,500-1000,Yes,No,Yes,No,No,Yes,Yes,Don't know,Yes,No,Yes,No,Maybe,No,No,Yes,We have EAP but nobody talks about it.
2160,2024,32,Male,United States,No,No,Yes,Rarely,26-100,No,No,Yes,No,No,No,No,Don't know,No,No,Some of them,No,No,Yes,Don't know,No,We have EAP but nobody talks about it.
2161,2023,47,Male,United Kingdom,No,No,No,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,No,No,No,No,Maybe,Don't know,No,Burnout is rampant in my team.
2162,2021,25,Female,Ireland,No,No,Yes,Often,100-500,No,Yes,Yes,Yes,No,Yes,Don't know,Somewhat easy,No,No,No,No,No,No,Yes,No,Management needs training on mental health.
2163,2024,21,Male,Brazil,No,No,No,Often,6-25,No,Yes,Yes,Yes,Don't know,Don't know,No,Somewhat easy,No,No,Yes,Some of them,Maybe,Maybe,No,No,
2164,2021,22,Male,Australia,No,No,No,Never,26-100,Yes,No,Don't know,Don't know,Yes,Yes,Don't know,Somewhat difficult,No,No,No,No,Maybe,Yes,No,No,
2165,2020,25,Male,United States,Yes,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Yes,Yes,No,Don't know,No,No,Yes,Some of them,Yes,Yes,Yes,No,Remote work has been a double-edged sword.
2166,2022,35,Female,United States,No,No,Yes,Sometimes,1-5,Yes,No,Don't know,Don't know,No,Don't know,Yes,Somewhat easy,No,Maybe,No,Yes,No,Yes,Yes,Yes,
2167,2022,31,Male,United States,No,No,No,Rarely,26-100,Yes,Yes,Don't know,Yes,Yes,Don't know,No,Don't know,Maybe,No,Yes,Some of them,Yes,No,Yes,No,
2168,2022,21,Male,United Kingdom,No,No,Yes,Often,More than 1000,No,No,Yes,Don't know,Yes,Yes,Don't know,Don't know,Yes,No,Yes,No,No,Maybe,Yes,No,Burnout is rampant in my team.
2169,2020,35,Male,United States,No,No,No,Sometimes,1-5,No,Yes,Yes,No,Don't know,No,No,Somewhat easy,No,Maybe,No,No,No,Maybe,No,No,Burnout is rampant in my team.
2170,2021,40,Male,United States,No,No,Yes,Often,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,Maybe,No,Some of them,No,Maybe,No,No,No,
2171,2024,35,Female,Other,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Yes,No,Don't know,Yes,Somewhat difficult,No,Maybe,No,No,Maybe,Maybe,Don't know,No,
2172,2024,36,Male,United States,No,Yes,No,Sometimes,More than 1000,Yes,No,Yes,Yes,Yes,Yes,Don't know,Very easy,Yes,Maybe,Yes,No,No,No,Yes,No,Glad to see more companies taking this seriously.
2173,2021,25,Female,United States,No,Yes,No,Sometimes,1-5,No,No,Don't know,No,No,Yes,No,Don't know,No,Yes,Some of them,Some of them,No,No,Don't know,Yes,Anonymous reporting would increase participation.
2174,2020,30,Male,Other,No,No,No,Rarely,100-500,Yes,Yes,No,Don't know,Yes,Don't know,No,Very easy,No,Maybe,No,No,No,No,Don't know,No,
2175,2020,33,Male,United Kingdom,No,No,Yes,Never,6-25,Yes,Yes,Don't know,No,Don't know,Don't know,No,Somewhat easy,Yes,No,Yes,Some of them,Maybe,Yes,Don't know,No,
2176,2019,28,Male,Germany,Yes,No,Yes,Never,500-1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,Somewhat difficult,Yes,No,No,No,No,No,Don't know,No,Burnout is rampant in my team.
2177,2021,18,Female,United Kingdom,No,No,No,Rarely,100-500,Yes,No,No,Yes,No,Don't know,Don't know,Somewhat difficult,No,No,No,Yes,Maybe,No,Don't know,No,We have EAP but nobody talks about it.
2178,2024,41,Female,Brazil,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,No,Don't know,Yes,
2179,2020,24,Female,India,No,No,No,Sometimes,6-25,Yes,No,No,No,No,No,Don't know,Somewhat difficult,No,No,No,Some of them,Maybe,No,Yes,No,
2180,2024,35,Non-binary,United States,No,No,No,Rarely,1-5,No,Yes,No,No,Don't know,No,No,Very difficult,Yes,No,No,Yes,No,No,Yes,No,Anonymous reporting would increase participation.
2181,2022,18,Female,Canada,Yes,No,No,Never,26-100,Yes,Yes,No,Don't know,No,No,Don't know,Somewhat difficult,Maybe,No,Yes,No,No,No,Don't know,Yes,Stigma is still a major issue in my workplace.
2182,2023,36,Male,United States,No,No,No,Often,100-500,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Yes,Somewhat difficult,No,No,Yes,No,No,Yes,No,No,Burnout is rampant in my team.
2183,2024,24,Male,Canada,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,No,No,Yes,Yes,Somewhat difficult,No,Yes,Yes,No,No,Maybe,Yes,No,Glad to see more companies taking this seriously.
2184,2020,25,Non-binary,United States,No,No,No,Sometimes,More than 1000,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,Maybe,Yes,No,
2185,2023,27,Female,Ireland,No,No,Yes,Sometimes,1-5,Yes,Yes,Yes,No,No,Yes,No,Somewhat easy,Maybe,No,Yes,No,No,No,Yes,No,
2186,2024,38,Female,United States,No,Yes,No,Rarely,6-25,No,Yes,Yes,No,Don't know,Yes,Don't know,Don't know,No,Yes,Some of them,Yes,No,No,Yes,No,
2187,2022,18,Other / Prefer not to say,United States,No,No,No,Often,26-100,Yes,Yes,No,Yes,Don't know,Yes,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,Yes,No,HR resources are available but rarely used.
2188,2023,20,Female,Canada,No,No,No,Rarely,More than 1000,Yes,No,Yes,Yes,Don't know,No,Yes,Somewhat difficult,No,Yes,No,Yes,No,No,No,No,
2189,2019,38,Male,Brazil,No,No,No,Sometimes,100-500,Yes,No,Yes,Yes,Don't know,Yes,Yes,Don't know,Yes,Maybe,Some of them,No,Maybe,No,Don't know,No,Remote work has been a double-edged sword.
2190,2023,20,Non-binary,United States,No,Yes,No,Sometimes,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,No,Don't know,No,Glad to see more companies taking this seriously.
2191,2023,31,Male,United States,No,Yes,No,Often,1-5,No,Yes,No,No,Don't know,No,Yes,Somewhat easy,No,Maybe,No,Yes,No,No,No,No,
2192,2022,42,Non-binary,Germany,No,No,Yes,Rarely,More than 1000,No,Yes,Don't know,Yes,Yes,Don't know,Don't know,Somewhat easy,No,No,Yes,No,No,Maybe,No,No,HR resources are available but rarely used.
2193,2022,35,Male,Canada,No,No,Yes,Often,500-1000,Yes,Yes,No,Yes,Don't know,Yes,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,
2194,2022,39,Female,Other,Yes,No,No,Never,100-500,No,No,No,Don't know,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,Maybe,No,Don't know,No,Glad to see more companies taking this seriously.
2195,2019,32,Female,United States,No,No,No,Rarely,100-500,No,No,Yes,No,Yes,No,No,Somewhat difficult,No,No,No,Some of them,No,Yes,Don't know,Yes,
2196,2022,42,Female,United States,No,No,No,Sometimes,100-500,Yes,Yes,No,Yes,Yes,Yes,Yes,Don't know,No,No,No,Yes,No,No,Yes,No,
2197,2023,19,Female,India,No,Yes,Yes,Often,100-500,No,Yes,Yes,Don't know,Yes,Yes,No,Somewhat difficult,Maybe,Maybe,No,No,No,No,Don't know,No,Management needs training on mental health.
2198,2022,38,Male,United States,No,No,No,Rarely,26-100,Yes,Yes,No,No,No,Yes,Don't know,Don't know,No,No,No,Some of them,Maybe,Yes,Yes,No,Remote work has been a double-edged sword.
2199,2023,20,Non-binary,United States,No,No,No,Rarely,100-500,No,No,Yes,Don't know,Yes,Don't know,Yes,Somewhat difficult,Yes,No,No,Yes,No,No,No,No,Remote work has been a double-edged sword.
2200,2022,41,Male,Ireland,No,No,No,Never,26-100,No,No,Don't know,Don't know,No,Don't know,Don't know,Somewhat easy,Yes,No,Yes,No,No,No,Yes,No,Open conversations help reduce stigma.
2201,2023,42,Male,United States,Yes,No,Yes,Often,6-25,No,Yes,Don't know,Don't know,No,No,Don't know,Somewhat easy,No,Maybe,No,Yes,No,No,No,No,Leadership support makes all the difference.
