student_id,age,gender,ethnicity,parental_education,family_income,school_type,school_region,study_hours_per_week,attendance_rate,extracurricular_activities,sports_participation,tutoring_sessions,parental_involvement,internet_access,has_laptop,sleep_hours,stress_level,motivation_score,reading_score,writing_score,math_score,science_score,overall_gpa,passed
STU04353,19,F,B,master,middle,public,urban,9.0,81.0,2,no,13,high,yes,yes,7.1,3.6,8.5,69.7,100.0,87.3,87.4,3.17,1
STU04354,20,F,E,high_school,high,public,urban,16.3,95.6,3,no,19,low,yes,yes,4.5,8.7,5.6,77.5,67.7,75.5,68.1,2.59,1
STU04355,24,M,A,high_school,high,public,suburban,10.9,92.9,3,no,18,low,yes,no,7.7,3.7,3.0,80.2,68.6,69.2,82.4,3.12,1
STU04356,25,Non-binary,B,master,middle,public,rural,6.7,81.0,2,yes,0,high,yes,yes,5.8,5.8,6.5,77.0,85.5,86.1,78.0,3.24,1
STU04357,17,F,A,some_college,high,public,rural,17.1,94.9,4,yes,18,high,yes,yes,8.3,3.8,7.2,100.0,100.0,100.0,100.0,3.87,1
STU04358,22,F,D,bachelor,low,public,suburban,14.8,76.0,4,no,0,medium,yes,no,6.9,2.8,1.4,87.2,94.6,82.0,76.7,3.38,1
STU04359,25,M,C,master,high,public,suburban,14.3,84.7,0,no,8,high,yes,yes,7.9,1.8,9.4,100.0,100.0,100.0,94.6,4.0,1
STU04360,15,M,D,bachelor,low,private,urban,13.5,88.7,0,no,19,medium,no,no,7.5,2.7,6.9,76.3,87.9,92.3,82.2,3.4,1
STU04361,23,M,E,bachelor,low,public,suburban,14.4,74.1,5,no,3,low,yes,no,6.8,5.4,2.5,51.8,58.8,81.0,73.9,2.55,1
STU04362,20,F,C,some_college,high,private,urban,11.8,80.3,4,no,11,medium,yes,yes,6.2,5.4,5.6,93.0,86.9,100.0,100.0,3.54,1
STU04363,25,F,B,master,middle,private,suburban,14.3,92.9,1,yes,19,medium,yes,yes,6.1,6.4,4.8,88.5,85.6,100.0,96.3,3.55,1
STU04364,21,F,A,bachelor,high,public,suburban,5.7,89.8,2,yes,5,high,yes,yes,8.4,4.1,9.0,75.9,88.6,100.0,91.4,3.66,1
STU04365,24,M,D,high_school,middle,public,urban,9.7,84.6,1,no,12,low,yes,no,4.9,7.7,3.8,39.3,44.6,42.7,49.2,1.65,0
STU04366,16,F,B,some_college,low,private,urban,16.3,77.8,0,yes,0,low,no,yes,5.4,7.8,2.2,78.6,55.0,68.7,58.8,2.6,1
STU04367,16,F,D,high_school,low,public,rural,23.2,80.4,2,yes,7,high,no,no,6.6,5.6,5.6,83.7,64.4,80.9,85.1,3.15,1
STU04368,25,F,D,some_college,middle,public,urban,12.1,81.0,1,yes,7,high,yes,yes,4.4,10.0,4.0,64.4,76.3,74.2,63.6,2.71,1
STU04369,20,F,C,high_school,middle,public,urban,5.5,92.3,2,no,2,low,yes,yes,6.5,4.5,6.8,65.0,61.5,82.3,59.4,2.59,1
STU04370,21,F,C,bachelor,middle,public,suburban,9.8,85.7,5,no,8,high,yes,yes,7.0,5.0,5.9,83.4,85.1,84.5,90.1,3.23,1
STU04371,16,M,E,some_college,low,public,suburban,1.8,84.5,3,yes,13,high,no,yes,8.1,2.0,3.4,69.6,44.7,62.5,78.1,2.63,1
STU04372,17,F,D,some_college,low,private,urban,14.5,66.6,3,no,11,high,yes,yes,8.7,5.7,4.3,53.2,48.3,64.0,67.2,2.37,1
STU04373,24,Non-binary,D,bachelor,middle,charter,rural,12.2,73.9,4,no,5,low,no,yes,5.1,6.9,4.0,85.2,76.5,53.8,85.1,3.02,1
STU04374,18,F,C,high_school,low,public,urban,4.3,77.4,2,no,3,high,yes,no,7.2,4.2,5.2,54.0,45.2,66.7,54.9,2.22,1
STU04375,21,M,C,high_school,middle,private,suburban,9.8,81.8,4,yes,14,low,no,yes,8.1,3.3,1.6,81.9,67.4,75.8,70.5,2.86,1
STU04376,18,Non-binary,C,some_college,low,public,urban,14.7,82.6,3,no,0,low,yes,yes,7.4,2.1,2.2,91.7,71.0,85.0,92.4,3.48,1
STU04377,17,M,E,some_college,high,charter,urban,12.6,89.2,3,yes,15,high,yes,yes,7.6,2.8,6.9,100.0,89.8,96.3,100.0,4.0,1
STU04378,16,M,C,master,middle,private,urban,8.3,84.2,5,no,5,high,yes,yes,6.4,5.9,8.6,100.0,100.0,100.0,100.0,3.84,1
STU04379,25,M,D,some_college,low,public,urban,16.6,82.5,1,yes,4,medium,yes,yes,6.5,4.5,4.1,100.0,75.4,85.4,61.4,3.3,1
STU04380,25,M,A,some_college,high,public,suburban,14.4,97.6,4,no,3,high,yes,yes,6.1,5.6,6.5,96.7,93.0,82.5,99.8,3.91,1
STU04381,16,M,D,master,middle,charter,rural,7.8,90.3,1,no,6,high,yes,yes,7.5,4.5,10.0,100.0,99.4,89.4,100.0,3.65,1
STU04382,18,F,C,bachelor,middle,public,rural,12.1,69.0,0,no,11,low,yes,no,8.5,3.2,5.3,67.0,65.0,65.8,63.6,2.52,1
STU04383,21,F,D,high_school,middle,public,suburban,0.0,81.3,5,no,9,low,yes,yes,7.6,1.1,1.0,84.2,75.9,67.2,46.6,2.78,1
STU04384,19,M,A,some_college,middle,private,suburban,13.0,94.4,4,no,19,medium,yes,no,5.8,6.0,6.6,91.3,89.7,90.5,100.0,3.6,1
STU04385,22,F,D,master,high,public,urban,30.1,93.0,1,no,11,low,yes,yes,5.9,5.9,5.6,100.0,100.0,100.0,100.0,4.0,1
STU04386,17,F,D,some_college,low,private,urban,17.0,79.3,5,no,8,medium,yes,yes,5.5,7.7,4.3,90.2,70.0,65.1,72.9,2.65,1
STU04387,15,F,C,high_school,middle,public,suburban,9.9,77.7,2,no,14,medium,yes,yes,5.6,5.8,3.2,41.5,89.8,81.1,53.8,2.49,1
STU04388,18,M,B,some_college,low,charter,suburban,12.0,91.7,2,yes,14,medium,no,yes,7.2,1.0,6.8,99.8,83.7,92.1,86.6,3.68,1
STU04389,21,M,B,high_school,middle,public,suburban,14.1,77.6,4,yes,1,high,yes,no,5.6,7.7,1.6,63.6,76.0,73.8,40.3,2.56,1
STU04390,16,F,B,some_college,middle,public,suburban,15.0,86.3,3,no,13,high,yes,no,6.1,6.5,5.2,82.2,86.5,100.0,100.0,3.67,1
STU04391,23,F,A,phd,low,charter,urban,11.3,77.5,3,no,15,medium,yes,yes,8.1,3.3,4.4,81.7,86.8,73.6,95.5,3.52,1
STU04392,15,F,C,phd,low,public,urban,0.0,83.9,2,no,13,high,yes,yes,6.5,4.2,4.3,65.3,86.5,90.4,96.4,3.4,1
STU04393,15,M,C,bachelor,middle,private,rural,9.8,78.5,5,no,19,medium,yes,yes,6.7,3.6,5.2,86.7,91.9,82.5,94.2,3.63,1
STU04394,20,F,C,master,middle,public,urban,8.8,77.8,2,yes,2,medium,yes,yes,6.9,4.2,3.0,75.1,82.5,100.0,92.8,3.51,1
STU04395,20,F,D,bachelor,high,public,rural,12.2,76.2,5,no,13,high,yes,yes,7.5,5.1,7.5,81.8,57.5,96.3,84.1,3.46,1
STU04396,18,F,C,phd,middle,private,urban,8.4,83.5,2,no,13,low,yes,yes,6.5,4.7,9.4,88.5,92.2,100.0,82.0,3.72,1
STU04397,17,F,A,master,high,private,urban,16.9,69.1,5,no,6,medium,yes,yes,4.5,10.0,4.0,72.7,61.6,51.7,92.9,2.69,1
STU04398,15,F,D,master,high,charter,suburban,25.4,71.9,0,yes,0,high,yes,yes,6.9,3.1,7.2,92.6,100.0,100.0,100.0,3.95,1
STU04399,22,F,C,high_school,low,private,urban,15.8,76.2,2,yes,15,high,yes,yes,6.2,3.4,6.1,100.0,96.5,73.3,74.9,3.45,1
STU04400,19,F,D,high_school,high,public,rural,11.3,87.2,2,yes,9,low,yes,yes,9.1,7.2,5.6,89.0,84.5,90.4,99.9,3.82,1
STU04401,16,F,E,none,high,charter,suburban,20.3,83.8,5,no,6,high,yes,yes,5.4,7.3,5.5,100.0,100.0,100.0,100.0,3.84,1
STU04402,19,F,D,bachelor,middle,charter,suburban,17.5,89.9,0,no,6,medium,yes,yes,7.7,4.4,5.5,100.0,100.0,92.0,95.6,3.87,1
STU04403,25,M,C,master,middle,charter,urban,16.7,80.2,4,no,1,high,yes,yes,6.7,7.4,6.5,85.0,92.1,86.2,92.5,3.38,1
STU04404,17,F,C,phd,middle,charter,urban,9.4,73.5,5,no,4,low,yes,yes,9.8,9.6,6.5,83.0,77.7,76.8,91.9,3.11,1
STU04405,24,F,D,master,low,private,suburban,10.6,88.3,5,no,4,low,no,yes,7.7,4.7,6.1,84.8,82.2,80.7,82.2,3.32,1
STU04406,17,F,D,bachelor,middle,private,urban,15.4,87.0,2,no,19,low,yes,yes,9.0,4.8,7.5,61.9,77.6,84.9,73.8,3.14,1
STU04407,17,M,B,some_college,low,public,suburban,23.4,79.9,1,no,15,medium,yes,no,4.0,10.0,3.7,60.3,45.3,71.7,69.2,2.37,1
STU04408,17,F,C,some_college,middle,public,suburban,20.0,75.1,5,no,4,high,yes,yes,6.8,3.7,6.5,97.9,86.7,100.0,100.0,3.73,1
STU04409,18,F,D,bachelor,middle,private,rural,15.4,79.8,0,yes,7,high,yes,yes,6.1,5.7,5.8,93.2,99.4,100.0,100.0,4.0,1
STU04410,16,M,D,none,low,public,suburban,10.4,91.2,5,no,11,low,yes,yes,7.9,4.8,6.3,84.2,85.6,76.1,88.0,3.55,1
STU04411,21,M,A,bachelor,low,public,rural,15.5,68.9,3,no,19,low,yes,no,7.4,6.5,1.5,35.3,44.5,64.5,51.1,1.91,0
STU04412,18,M,C,bachelor,low,public,urban,14.2,71.8,1,no,19,high,yes,no,7.7,4.1,8.0,61.1,63.6,80.5,76.9,2.93,1
STU04413,22,Non-binary,C,high_school,high,public,suburban,20.9,85.3,2,yes,16,high,yes,yes,7.0,5.0,7.0,100.0,100.0,100.0,100.0,4.0,1
STU04414,20,F,B,bachelor,high,private,suburban,6.2,80.4,1,no,16,medium,yes,yes,8.1,4.4,8.2,91.9,92.6,94.2,81.5,3.66,1
STU04415,19,F,D,some_college,low,public,urban,10.7,89.3,3,yes,3,low,yes,yes,7.0,5.7,4.7,73.9,85.7,79.8,83.4,3.11,1
STU04416,20,M,C,bachelor,high,public,urban,17.3,79.9,1,yes,6,low,yes,yes,6.3,2.6,4.8,86.7,78.8,100.0,100.0,3.81,1
STU04417,16,F,B,bachelor,high,public,suburban,21.3,72.9,5,no,17,medium,yes,yes,7.1,6.7,4.5,81.2,100.0,100.0,100.0,3.9,1
STU04418,22,F,B,high_school,high,private,urban,23.5,83.2,5,no,7,high,yes,yes,8.5,6.2,5.6,100.0,100.0,100.0,100.0,4.0,1
STU04419,16,Non-binary,D,bachelor,high,public,urban,4.0,76.8,5,no,20,medium,yes,yes,7.6,2.6,1.7,54.8,60.2,60.7,60.9,2.31,1
STU04420,22,M,D,high_school,middle,public,suburban,6.6,82.5,2,yes,8,medium,yes,yes,7.4,2.6,5.2,82.6,73.3,73.8,83.8,3.2,1
STU04421,25,M,D,some_college,low,public,urban,10.0,72.9,0,yes,17,high,no,no,7.7,2.3,4.7,80.4,59.1,68.9,58.2,2.72,1
STU04422,23,F,E,some_college,high,charter,urban,4.8,93.2,0,no,0,low,yes,yes,7.3,5.1,5.4,69.2,74.1,66.8,86.6,2.87,1
STU04423,20,M,E,bachelor,high,public,urban,22.8,76.3,0,yes,15,low,yes,yes,6.5,6.9,3.8,96.7,100.0,85.1,97.2,3.9,1
STU04424,18,F,C,master,middle,charter,suburban,13.1,95.8,1,no,14,low,yes,yes,7.1,5.0,5.6,100.0,100.0,92.8,100.0,3.79,1
STU04425,24,F,A,none,middle,public,rural,17.4,69.0,4,yes,3,low,yes,yes,4.3,10.0,4.6,55.3,51.6,57.4,52.5,2.16,1
STU04426,17,M,D,bachelor,middle,public,rural,10.8,84.6,1,yes,20,medium,yes,no,4.1,10.0,1.8,45.4,56.4,33.5,40.3,2.04,1
STU04427,20,M,C,master,middle,charter,urban,14.8,87.4,3,yes,2,medium,yes,yes,7.8,2.4,5.6,99.8,91.1,100.0,91.1,3.75,1
STU04428,23,F,C,phd,middle,public,urban,4.7,83.2,5,yes,13,low,yes,yes,5.7,4.1,6.5,91.1,73.7,78.5,78.1,3.15,1
STU04429,25,F,E,high_school,low,public,rural,3.6,72.6,1,no,9,low,no,yes,5.6,6.4,6.4,55.1,49.5,67.4,62.8,2.45,1
STU04430,25,F,B,high_school,middle,public,suburban,4.6,81.0,2,no,6,low,yes,yes,7.2,1.8,3.1,83.7,54.0,68.6,83.6,3.04,1
STU04431,15,M,E,some_college,middle,public,urban,1.1,63.9,0,yes,5,medium,yes,yes,6.8,2.6,2.5,55.2,47.3,56.8,46.8,2.06,1
STU04432,24,F,C,master,low,public,rural,17.6,82.8,5,yes,18,high,no,yes,7.3,6.7,8.0,88.7,85.4,87.7,91.3,3.71,1
STU04433,16,M,A,high_school,middle,public,rural,10.8,90.7,1,no,6,low,yes,no,5.7,7.3,5.7,69.5,56.8,61.8,76.8,2.83,1
STU04434,21,F,D,some_college,middle,public,urban,17.7,78.8,2,yes,9,high,yes,yes,7.5,1.0,4.2,100.0,100.0,100.0,100.0,4.0,1
STU04435,25,F,D,phd,middle,public,rural,12.2,79.0,1,no,1,low,yes,yes,6.4,3.3,3.2,88.5,88.9,83.4,79.9,3.24,1
STU04436,22,M,C,some_college,low,public,suburban,17.2,94.4,4,no,0,medium,yes,yes,8.4,4.3,5.3,92.4,89.3,85.7,95.7,3.76,1
STU04437,25,F,C,bachelor,middle,charter,rural,17.6,86.8,0,no,8,medium,yes,yes,6.4,3.2,7.2,95.9,100.0,100.0,100.0,4.0,1
STU04438,18,F,B,phd,middle,public,urban,12.1,95.9,5,no,19,low,no,yes,7.5,5.4,4.2,67.5,71.6,84.9,88.4,3.14,1
STU04439,18,M,B,some_college,low,public,urban,11.7,76.0,5,no,5,high,yes,no,6.0,3.1,2.8,67.2,84.3,67.0,69.2,2.96,1
STU04440,18,F,A,high_school,high,public,suburban,13.9,85.6,5,no,7,medium,yes,yes,9.3,6.3,2.0,69.2,79.7,80.4,84.4,3.28,1
STU04441,18,F,B,high_school,middle,charter,urban,17.6,79.6,5,yes,18,medium,yes,yes,6.8,4.6,3.9,98.0,87.7,92.3,83.6,3.56,1
STU04442,22,F,B,bachelor,middle,public,suburban,11.7,83.4,0,no,13,medium,no,yes,7.3,6.4,3.8,80.4,79.6,82.4,85.1,3.31,1
STU04443,19,M,C,high_school,middle,public,suburban,13.0,73.3,1,yes,18,low,yes,yes,8.0,3.1,2.7,86.8,72.4,71.0,56.9,2.87,1
STU04444,23,F,A,high_school,middle,charter,urban,2.0,89.4,1,yes,13,medium,yes,yes,6.6,1.7,8.3,83.4,57.8,64.9,67.9,2.75,1
STU04445,19,M,C,high_school,low,public,rural,4.7,81.1,4,yes,17,medium,yes,no,9.8,7.1,2.1,39.3,41.1,39.6,41.9,1.46,0
STU04446,18,F,B,some_college,middle,public,urban,7.0,81.9,3,yes,20,low,yes,yes,8.1,2.5,3.4,83.9,52.4,78.4,67.4,2.88,1
STU04447,17,F,B,bachelor,high,private,rural,15.9,75.8,4,no,12,high,yes,yes,5.3,8.3,10.0,99.3,96.0,97.3,99.2,4.0,1
STU04448,21,M,E,some_college,middle,public,suburban,7.1,89.0,3,no,10,low,yes,no,7.5,2.7,3.3,100.0,100.0,87.6,96.8,3.7,1
STU04449,24,M,E,bachelor,high,public,suburban,13.4,85.7,3,no,11,high,yes,yes,7.8,5.3,6.4,100.0,96.2,76.7,100.0,3.61,1
STU04450,24,F,D,phd,high,public,rural,12.8,90.9,5,no,5,high,yes,yes,7.8,4.7,9.2,83.7,88.8,70.1,68.1,3.32,1
STU04451,17,M,A,bachelor,low,charter,suburban,11.0,95.0,3,no,3,high,yes,no,5.7,6.5,5.6,70.2,56.7,82.3,64.3,2.52,1
STU04452,20,F,D,bachelor,high,charter,urban,18.0,83.8,2,yes,18,high,yes,yes,6.7,1.5,7.2,100.0,100.0,100.0,100.0,3.72,1
STU04453,22,F,B,none,middle,public,urban,11.3,86.7,1,no,2,medium,no,yes,8.1,5.8,4.2,100.0,97.0,75.9,95.8,3.86,1
STU04454,21,F,C,some_college,middle,public,suburban,9.9,86.8,5,no,7,medium,no,no,6.3,5.3,3.8,68.6,65.1,75.4,70.7,2.92,1
STU04455,15,M,D,high_school,middle,public,rural,13.3,76.2,4,yes,8,medium,yes,yes,5.9,6.8,2.3,70.7,70.9,70.9,49.9,2.51,1
STU04456,21,M,C,some_college,middle,charter,suburban,21.1,82.7,4,no,11,high,no,yes,5.9,5.3,5.7,79.6,100.0,100.0,100.0,3.6,1
STU04457,15,M,E,phd,low,private,urban,12.3,78.1,0,yes,6,low,yes,no,6.1,4.9,5.4,91.9,88.6,85.4,86.7,3.79,1
STU04458,16,F,D,high_school,low,public,rural,2.3,69.5,0,no,11,low,no,yes,4.7,7.8,8.5,52.7,48.0,49.7,43.1,1.86,0
STU04459,22,Non-binary,B,high_school,middle,charter,suburban,2.6,75.6,3,yes,10,low,no,yes,5.8,5.3,3.8,64.7,65.2,49.6,65.1,2.71,1
STU04460,16,F,A,bachelor,low,charter,suburban,8.9,75.8,3,yes,11,high,no,yes,7.4,2.6,8.2,78.4,85.5,84.6,80.8,3.22,1
STU04461,18,M,D,phd,low,public,suburban,4.8,74.1,2,no,3,medium,no,no,8.3,3.6,7.1,80.2,73.9,72.3,78.6,3.01,1
STU04462,21,M,C,bachelor,low,private,urban,0.0,75.3,4,yes,11,high,yes,yes,6.5,4.5,4.3,61.8,66.0,65.5,74.6,2.57,1
STU04463,22,M,A,high_school,high,charter,suburban,9.6,100.0,5,yes,15,medium,yes,yes,7.1,3.0,5.9,87.7,98.3,100.0,95.9,3.72,1
STU04464,19,Non-binary,A,some_college,low,public,urban,12.4,74.0,2,yes,15,medium,yes,yes,6.9,4.6,5.3,71.5,89.4,72.5,76.9,2.93,1
STU04465,16,M,E,some_college,high,charter,urban,20.2,83.1,5,no,19,medium,yes,yes,6.7,9.4,3.0,88.6,85.0,100.0,99.7,3.71,1
STU04466,23,M,B,bachelor,middle,public,urban,11.4,67.4,1,no,10,medium,yes,yes,5.6,6.4,5.0,58.8,90.5,58.8,75.3,3.01,1
STU04467,25,F,E,bachelor,low,public,rural,12.5,83.0,3,no,2,medium,yes,yes,5.4,8.6,3.5,72.1,56.1,69.0,64.9,2.51,1
STU04468,24,F,D,bachelor,low,charter,rural,13.7,87.9,1,no,9,medium,yes,yes,8.4,8.3,4.7,75.8,93.0,84.7,81.7,3.43,1
STU04469,23,M,B,high_school,low,charter,urban,10.1,73.8,1,yes,13,low,yes,yes,6.8,6.7,4.3,68.0,65.9,68.5,53.2,2.51,1
STU04470,19,F,C,phd,middle,public,urban,8.5,77.9,4,no,17,low,yes,yes,7.7,6.3,4.8,68.6,61.8,82.1,86.6,2.83,1
STU04471,24,M,D,high_school,low,charter,urban,22.6,73.9,3,yes,15,medium,no,yes,7.0,5.6,4.0,100.0,98.2,100.0,100.0,3.74,1
STU04472,20,M,C,high_school,high,private,urban,5.5,84.0,2,no,1,medium,yes,yes,8.5,3.6,3.7,84.3,72.4,77.5,90.2,3.13,1
STU04473,16,M,A,bachelor,middle,charter,suburban,14.0,80.3,3,no,10,low,yes,yes,5.4,8.6,1.4,75.0,65.0,79.4,80.0,3.09,1
STU04474,24,M,B,some_college,middle,public,suburban,6.3,92.4,2,no,14,medium,yes,yes,6.7,3.4,7.4,94.8,93.6,90.8,75.6,3.49,1
STU04475,18,Non-binary,D,some_college,middle,charter,urban,11.7,81.9,3,no,14,medium,yes,yes,6.4,8.5,5.5,67.8,79.7,79.1,91.7,3.52,1
STU04476,25,F,D,high_school,middle,private,suburban,13.0,73.9,3,no,18,medium,yes,yes,6.0,6.8,7.5,94.5,76.6,80.2,89.8,3.39,1
STU04477,19,F,C,none,high,private,suburban,9.7,73.9,2,yes,4,medium,yes,yes,4.2,8.1,5.5,46.6,24.5,46.1,52.9,1.71,0
STU04478,24,M,B,high_school,middle,public,urban,3.2,72.3,4,yes,9,high,yes,no,7.0,4.2,6.1,75.2,55.8,61.3,68.7,2.48,1
STU04479,20,F,C,bachelor,middle,public,suburban,9.4,75.4,0,yes,13,medium,yes,no,7.6,5.1,4.9,72.6,67.7,68.3,76.4,2.45,1
STU04480,20,Non-binary,D,high_school,high,public,suburban,18.1,77.4,3,no,4,medium,yes,yes,8.7,4.3,5.1,88.3,100.0,92.3,100.0,3.93,1
STU04481,18,M,A,phd,high,public,suburban,4.4,80.2,3,yes,15,high,yes,yes,6.5,5.3,6.9,96.5,81.5,84.7,88.1,3.45,1
STU04482,24,Non-binary,E,bachelor,high,charter,suburban,22.2,81.1,1,no,19,medium,yes,yes,5.6,5.8,5.2,84.8,86.5,95.7,99.8,3.63,1
STU04483,15,F,D,bachelor,high,public,rural,13.0,71.0,2,no,15,medium,yes,yes,5.7,7.2,7.7,81.6,79.7,73.8,77.4,2.89,1
STU04484,20,F,B,master,middle,public,suburban,16.3,93.9,5,yes,15,medium,no,yes,6.1,4.1,8.3,79.9,100.0,97.0,74.0,3.36,1
STU04485,19,M,D,bachelor,middle,public,rural,5.2,89.3,2,no,9,medium,yes,yes,7.1,5.2,8.1,88.3,97.4,76.0,84.6,3.49,1
STU04486,20,F,D,some_college,middle,private,suburban,10.1,84.8,4,no,5,medium,yes,yes,5.8,5.7,8.6,90.9,97.8,76.6,89.4,3.42,1
STU04487,17,F,D,master,middle,public,urban,8.0,75.3,4,no,7,low,yes,yes,6.9,3.6,2.6,58.1,74.1,92.6,74.4,3.04,1
STU04488,22,F,A,some_college,high,private,urban,13.7,82.6,1,no,11,high,yes,yes,5.6,3.9,8.8,87.3,80.8,86.4,96.2,3.5,1
STU04489,19,F,E,high_school,middle,public,suburban,3.9,80.5,3,yes,2,medium,yes,no,6.7,4.3,5.7,47.8,72.4,55.2,54.6,2.36,1
STU04490,17,M,C,some_college,middle,public,suburban,7.3,87.0,2,yes,8,high,yes,yes,9.4,5.0,6.3,73.9,55.0,89.4,64.4,2.55,1
STU04491,17,F,D,high_school,high,public,suburban,23.8,79.8,5,yes,2,medium,no,yes,7.2,3.8,4.4,100.0,100.0,100.0,95.1,3.99,1
STU04492,22,F,B,bachelor,low,public,urban,14.5,84.2,5,no,19,low,yes,no,5.7,4.3,3.8,72.2,56.5,72.3,69.6,2.44,1
STU04493,17,F,B,phd,middle,private,urban,14.8,77.2,1,yes,16,low,no,yes,10.0,8.4,1.0,60.5,75.6,65.9,56.6,2.65,1
STU04494,18,M,E,bachelor,high,private,suburban,14.6,80.0,1,no,18,medium,yes,yes,8.2,5.2,6.9,88.2,85.6,100.0,82.5,3.41,1
STU04495,21,M,C,high_school,low,public,suburban,18.4,69.7,2,yes,17,low,yes,no,7.8,5.3,4.2,79.5,68.7,69.4,77.6,2.92,1
STU04496,18,M,A,high_school,middle,private,suburban,9.7,92.7,4,no,1,medium,yes,yes,6.6,3.5,4.5,85.8,91.1,83.0,72.6,3.37,1
STU04497,19,M,D,some_college,low,charter,urban,15.7,92.2,2,no,19,high,yes,no,7.9,4.2,8.5,100.0,78.8,94.6,95.5,3.89,1
STU04498,17,Non-binary,B,high_school,low,private,urban,0.0,93.5,2,no,4,medium,no,no,7.8,3.4,5.2,68.3,59.9,86.0,51.3,2.81,1
STU04499,18,M,D,some_college,middle,private,suburban,10.3,76.5,0,no,16,high,yes,yes,5.8,6.8,4.3,84.4,76.3,66.4,66.0,2.91,1
STU04500,22,F,E,bachelor,middle,public,rural,9.6,85.9,2,no,14,medium,yes,yes,8.2,3.5,5.5,95.1,89.2,96.9,100.0,3.91,1
STU04501,20,F,A,bachelor,middle,public,rural,8.4,83.4,0,yes,18,medium,yes,yes,8.0,2.6,8.9,74.5,90.7,100.0,91.7,3.53,1
STU04502,25,F,C,bachelor,middle,public,urban,15.9,88.0,4,no,0,low,yes,yes,6.9,4.7,4.6,84.6,88.3,92.0,77.4,3.53,1
STU04503,23,M,E,some_college,low,public,urban,9.3,98.2,5,yes,3,medium,yes,yes,6.3,3.4,6.8,89.6,81.8,84.1,88.5,3.58,1
STU04504,15,F,E,high_school,high,public,rural,10.4,93.3,1,no,12,low,yes,yes,8.6,3.6,3.8,77.1,91.9,96.4,69.4,3.2,1
STU04505,19,F,C,bachelor,middle,public,rural,6.8,85.0,5,yes,2,low,yes,yes,6.5,6.8,5.9,63.1,49.3,52.4,64.6,2.4,1
STU04506,18,F,D,some_college,middle,public,suburban,8.6,89.7,5,no,15,high,no,yes,7.0,2.6,6.5,91.8,83.2,84.1,82.1,3.5,1
STU04507,21,M,C,high_school,low,public,suburban,0.0,87.4,0,yes,11,high,no,no,5.6,5.8,5.8,44.3,56.1,41.9,37.8,2.0,1
STU04508,17,F,B,bachelor,high,private,suburban,10.5,82.8,2,no,2,medium,yes,yes,5.6,6.5,4.8,91.3,75.8,83.8,80.9,3.14,1
STU04509,25,M,D,some_college,middle,public,suburban,2.5,85.8,0,yes,19,low,yes,yes,9.1,4.5,4.3,55.3,34.8,61.9,64.7,1.88,0
STU04510,18,F,B,high_school,high,public,rural,20.7,71.4,1,no,7,medium,yes,yes,8.7,6.1,2.0,100.0,90.5,97.5,100.0,3.86,1
STU04511,20,M,B,some_college,middle,public,suburban,15.4,66.1,1,no,18,low,yes,no,8.4,3.7,1.7,65.5,80.0,85.7,70.3,2.92,1
STU04512,16,M,C,high_school,high,public,suburban,16.9,82.0,0,no,1,medium,yes,yes,7.3,4.4,2.7,81.4,89.4,77.9,93.6,3.21,1
STU04513,25,F,D,bachelor,middle,public,rural,3.6,69.8,4,yes,0,medium,no,yes,5.3,6.1,2.4,70.1,47.7,54.8,41.5,2.24,1
STU04514,25,M,B,none,low,public,rural,14.1,75.6,4,no,0,high,no,yes,7.4,6.2,5.2,40.6,59.4,71.4,77.5,2.68,1
STU04515,23,F,B,master,middle,public,suburban,8.0,78.2,4,no,18,high,yes,yes,7.5,5.5,5.1,62.0,70.6,68.1,92.2,2.78,1
STU04516,18,F,A,some_college,low,public,rural,11.8,92.1,4,no,12,medium,no,no,6.9,3.5,3.1,79.2,100.0,74.4,95.9,3.64,1
STU04517,15,M,B,none,high,public,urban,9.8,86.3,5,no,3,low,yes,yes,7.8,4.6,7.6,91.4,100.0,100.0,70.1,3.6,1
STU04518,22,M,E,high_school,middle,public,urban,2.2,75.4,0,yes,8,medium,no,no,9.2,4.6,5.0,37.6,50.8,54.7,40.5,1.77,0
STU04519,19,M,C,master,high,charter,urban,6.7,76.1,5,no,19,medium,yes,yes,6.3,3.7,7.6,66.4,62.8,75.9,64.2,2.5,1
STU04520,25,F,B,some_college,middle,public,urban,15.0,77.3,1,no,17,medium,yes,yes,7.3,5.4,2.5,69.3,76.3,73.6,87.6,3.29,1
STU04521,22,F,E,bachelor,middle,public,urban,15.3,82.7,1,yes,12,high,yes,yes,5.7,7.4,6.9,78.0,76.2,88.1,82.4,3.33,1
STU04522,20,M,A,master,middle,public,rural,3.8,76.9,2,no,2,medium,yes,yes,7.6,2.7,7.5,71.9,75.2,83.6,89.5,3.54,1
STU04523,25,F,C,high_school,middle,charter,urban,17.3,85.5,1,no,11,high,yes,yes,6.7,5.8,6.9,99.2,90.0,98.8,82.3,3.79,1
STU04524,23,M,D,some_college,middle,public,rural,8.7,68.7,5,yes,3,high,no,yes,7.1,2.1,5.2,69.4,61.9,96.1,81.0,3.4,1
STU04525,20,F,D,bachelor,middle,public,urban,3.8,73.7,0,yes,6,medium,yes,yes,6.0,6.6,4.9,68.7,59.4,69.1,73.9,2.99,1
STU04526,15,F,B,bachelor,middle,public,urban,8.2,95.2,3,yes,17,high,yes,yes,6.1,6.4,6.8,92.8,71.7,73.7,100.0,3.43,1
