paper_id,title,abstract,authors,year,month,category,subcategory,citation_count,venue,num_authors,has_code,primary_method,dataset_used,is_survey
arxiv.202010.00736,Domain Adaptation using Knowledge Distillation,"Motivated by recent progress in natural language processing, we develop AdaptNet for relation extraction. Our framework integrates meta-learning with a novel fusion module that captures local patterns. Results on large-scale datasets show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Carlos Devlin; Maria Gupta,2020,10,cs.LG,meta-learning,5111,ICML,2,False,transformer,MNIST,False
arxiv.202503.02971,Neural Architecture Search with Graph Neural Networks,"In this work, we tackle the problem of document retrieval by introducing SpectraNet. The core idea is to use energy-based models to learn robust representations that generalize across domains. We validate our approach on competitive benchmarks and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Anna Popov; Jean Sun; Percy Zhu; Ross Kumar; Tao Hinton,2025,3,cs.NE,neuroevolution,10,ICLR,5,False,transformer,custom,False
arxiv.201905.00429,Exploring Kernel Methods at Scale,"This paper introduces RobustLearn for recommendation. Unlike prior work that relies on curriculum learning, we design a graph convolutions framework that directly addresses computational overhead. Evaluation on diverse evaluation suites shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Benjamin Anderson; Ilya Lin,2019,5,stat.ML,density-estimation,55,AAAI,2,True,cnn,not specified,False
arxiv.202208.01561,Rethinking Transfer Learning via Reinforcement Learning,"This paper presents DenseFormer, designed for efficient graph classification. By leveraging knowledge distillation and contrastive learning, our approach reduces computational cost by 55% while maintaining competitive performance on both synthetic and real-world data. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Aditya LeCun; Neha Tanaka; Rahul Rodriguez; Sofia Bernard; Sofia Brown; Takeshi Singh; Tao Bianchi,2022,8,cs.LG,deep-learning,10,AAAI,7,False,diffusion,Fashion-MNIST,False
arxiv.202112.00937,Adversarial Visual Question Answering in Low-Resource Settings,"In this work, we tackle the problem of relation extraction by introducing AdaptNet. The core idea is to use data augmentation to learn robust representations that generalize across domains. We validate our approach on challenging real-world datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Carlos LeCun; Hao Xu; Matthew Martinez; Olga Liang; Stefan Bernard,2021,12,cs.CV,video-understanding,92,CVPR,5,True,bayesian,Cityscapes,False
arxiv.202306.02122,AutoML,"We propose DeepReason, a novel approach to image synthesis. Our method leverages knowledge distillation to achieve state-of-the-art results on large-scale datasets. Experiments demonstrate improvements of 9.1% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Aditya Wang; Ian Wu; James Popov; Neha Watanabe; Priya Brown,2023,6,cs.LG,deep-learning,25,arXiv-only,5,True,cnn,Fashion-MNIST,False
arxiv.202110.01143,Curriculum Face Recognition under Distribution Shift,"We propose NeuralBridge, a novel approach to anomaly detection. Our method leverages self-supervised pre-training to achieve state-of-the-art results on competitive benchmarks. Experiments demonstrate improvements of 7.6% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Hao Bernard; Jean Petrov; Noam Brown; Pierre Dupont; Wei Wang,2021,10,cs.CV,video-understanding,184,arXiv-only,5,False,transformer,CelebA,False
arxiv.202312.02243,Adaptive Neural Architecture Search in Low-Resource Settings,"This paper introduces MetaAdapt for robot manipulation. Unlike prior work that relies on self-supervised pre-training, we design a energy-based models framework that directly addresses domain gap. Evaluation on both synthetic and real-world data shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Anna Goodfellow; Luca Smith,2023,12,cs.LG,meta-learning,4,NeurIPS,2,True,diffusion,Fashion-MNIST,False
arxiv.202202.01541,Attention-Based Model Compression with Graph Neural Networks,"We present a comprehensive study of image classification in the context of neural architecture design. Through systematic experiments on standard benchmarks, we identify key factors that influence model performance and propose TransFormer++ as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Ashish Sutskever; Li Shazeer; Neha Gao; Percy Xu; Pierre Ren; Qiang Petrov; Qiang Zhou; Sofia Petrov,2022,2,cs.LG,representation-learning,3,arXiv-only,8,True,transformer,MNIST,False
arxiv.202410.02318,Towards Continual Learning through Self-Supervision,"We propose DualPath, a novel approach to speech recognition. Our method leverages curriculum learning to achieve state-of-the-art results on both synthetic and real-world data. Experiments demonstrate improvements of 11.7% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Christopher Williams,2024,10,cs.LG,automl,0,arXiv-only,1,False,transformer,custom,False
arxiv.202402.02525,On Knowledge Distillation,"We present a comprehensive study of code generation in the context of neural architecture design. Through systematic experiments on large-scale datasets, we identify key factors that influence model performance and propose AdaptNet as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Ivan Petrov; Jun He; Rahul Devlin; Robert Liang; Stefan Bianchi,2024,2,cs.LG,optimization,22,ICML,5,False,ensemble,CIFAR-100,False
arxiv.202004.00518,Privacy-Preserving Visual Grounding,"We propose ContextFlow, a novel approach to robot manipulation. Our method leverages graph convolutions to achieve state-of-the-art results on widely-used evaluation protocols. Experiments demonstrate improvements of 4.8% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Ahmed Watanabe; Chen Dupont; Dmitri Ren; Fei Hinton; Matthew Williams; Neha Mohamed; Siddharth Suzuki; Wei Rodriguez,2020,4,cs.CV,3d-vision,10,AAAI,8,False,gnn,KITTI,False
arxiv.202305.02185,Efficient Dialogue Systems with Pre-trained Models,"We present a comprehensive study of image classification in the context of computer vision. Through systematic experiments on both synthetic and real-world data, we identify key factors that influence model performance and propose SmartFuse as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",David Moore; Percy Singh; Pierre Girshick; Tao Ivanov,2023,5,cs.CL,text-generation,1,arXiv-only,4,False,transformer,SuperGLUE,False
arxiv.202309.01919,On Search Ranking using Attention Mechanisms,"In this work, we tackle the problem of recommendation by introducing SparseGPT. The core idea is to use self-supervised pre-training to learn robust representations that generalize across domains. We validate our approach on challenging real-world datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Ashish Liang; Rahul Zhang; Sofia Radford,2023,9,cs.IR,knowledge-graphs,4,ICLR,3,False,transformer,MovieLens,False
arxiv.201809.00166,Object Detection with Transformers,"We study the problem of speech recognition and propose FlexiLearn, a scalable framework based on attention mechanisms. Our key insight is that task-specific adapters preserve pre-trained knowledge while enabling specialization. Extensive experiments on competitive benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Hao Shazeer,2018,9,cs.CV,image-segmentation,3,arXiv-only,1,False,bayesian,LAION-5B,False
arxiv.202111.01053,Model Compression using Attention Mechanisms,"We propose DualPath, a novel approach to recommendation. Our method leverages prompt tuning to achieve state-of-the-art results on large-scale datasets. Experiments demonstrate improvements of 9.7% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Carlos Shah; Dmitri Amodei; Emily Ren; Fatima Bengio; Jean Sun; Peng Liang; Sergey Bernard; Xin Gao,2021,11,cs.LG,automl,9618,arXiv-only,8,False,other,ImageNet,False
arxiv.202309.01996,Deep Learning Theory with Transformers,"We propose ContextFlow, a novel approach to text generation. Our method leverages spectral normalization to achieve state-of-the-art results on widely-used evaluation protocols. Experiments demonstrate improvements of 8.3% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Diego LeCun; Fei Huang; Jun Petrov; Matthew Lin; Noam Liang,2023,9,cs.LG,optimization,2,arXiv-only,5,True,transformer,ImageNet,False
arxiv.202503.02950,Multilingual Models with Transformers,"We study the problem of language understanding and propose GraphFormer, a scalable framework based on variational inference. Our key insight is that architectural simplicity often outperforms complex designs when properly scaled. Extensive experiments on standard benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Robert Wu,2025,3,cs.CL,sentiment-analysis,1,ACL,1,False,diffusion,SQuAD,False
arxiv.202102.01009,Graph-Based In-Context Learning with Vision Transformers,"We present a comprehensive study of robot manipulation in the context of foundation models. Through systematic experiments on diverse evaluation suites, we identify key factors that influence model performance and propose GraphFormer as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Hao Devlin; Laura Devlin; Pierre Sutskever; Ross Taylor; Yoshua Jones,2021,2,cs.CL,text-generation,62,EMNLP,5,False,reinforcement_learning,OpenWebText,False
arxiv.202310.01806,Learning Style Transfer using Mixture of Experts,"We propose DualPath, a novel approach to image classification. Our method leverages graph convolutions to achieve state-of-the-art results on both synthetic and real-world data. Experiments demonstrate improvements of 10.7% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Diego Sun; Jakob Johnson; James Goodfellow; Oriol Tanaka; Stefan Goodfellow,2023,10,cs.CV,video-understanding,54,arXiv-only,5,False,transformer,ImageNet,False
arxiv.202208.01235,Curriculum Dialogue Systems,"Recent advances in deep learning have shown promising results for time series forecasting. However, existing methods suffer from catastrophic forgetting. We address this by proposing FastTune, which combines gradient checkpointing with prompt tuning to overcome these challenges. Our experiments on both synthetic and real-world data demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Alex Huang,2022,8,cs.CL,question-answering,4,ICML,1,False,cnn,SQuAD,False
arxiv.202012.00650,Graph-Based Video Understanding with Vision Transformers,"In this work, we tackle the problem of language understanding by introducing ContextFlow. The core idea is to use knowledge distillation to learn robust representations that generalize across domains. We validate our approach on multiple established benchmarks and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Aditya Gupta; Diego Zhang; Jakob Kumar; Michael Gupta; Priya Bianchi; Sofia Bengio,2020,12,cs.CV,3d-vision,10,EMNLP,6,False,cnn,KITTI,False
arxiv.202203.01619,In-Context Learning through Self-Supervision,"We propose HyperNet, a novel approach to relation extraction. Our method leverages meta-learning to achieve state-of-the-art results on large-scale datasets. Experiments demonstrate improvements of 10.3% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Diego Wu; Fatima Dupont; Noam Vinyals; Thomas Bengio,2022,3,cs.CL,sentiment-analysis,42,arXiv-only,4,True,rnn,WMT,False
arxiv.202210.01299,Contrastive Scene Understanding,"We study the problem of recommendation and propose TransFormer++, a scalable framework based on prompt tuning. Our key insight is that task-specific adapters preserve pre-trained knowledge while enabling specialization. Extensive experiments on competitive benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Diego Liu; Qiang Rodriguez; Robert Lin; Sarah Kumar,2022,10,cs.CV,3d-vision,70,CVPR,4,False,transformer,ModelNet40,False
arxiv.202509.02900,Object Detection across Domains,"This paper introduces FlexiLearn for image synthesis. Unlike prior work that relies on self-supervised pre-training, we design a spectral normalization framework that directly addresses domain gap. Evaluation on widely-used evaluation protocols shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Diego Uszkoreit; Xin Yang,2025,9,cs.CV,face-recognition,4,arXiv-only,2,False,diffusion,ImageNet,False
arxiv.202404.02787,Exploring Code Generation using Large Language Models,"Recent advances in representation learning have shown promising results for time series forecasting. However, existing methods suffer from domain gap. We address this by proposing TransFormer++, which combines attention mechanisms with variational inference to overcome these challenges. Our experiments on both synthetic and real-world data demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Hiroshi Xu; Siddharth Lin; Sofia Amodei,2024,4,cs.CL,text-generation,3,arXiv-only,3,True,diffusion,MNLI,False
arxiv.202401.02677,Neuromorphic Computing using Large Language Models,"In this work, we tackle the problem of document retrieval by introducing DeepReason. The core idea is to use denoising diffusion to learn robust representations that generalize across domains. We validate our approach on both synthetic and real-world data and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Diego Liang; Fei Jones,2024,1,cs.NE,spiking-networks,2,ICML,2,True,transformer,ImageNet,False
arxiv.201912.00251,Memory-Augmented 3D Reconstruction,"We study the problem of semantic segmentation and propose HyperNet, a scalable framework based on meta-learning. Our key insight is that hierarchical representations capture multi-scale patterns more effectively. Extensive experiments on competitive benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Andrew Shazeer; Benjamin Lin; Christopher Goodfellow; Ivan Sun; Kaiming Kumar; Matthew Liu; Sarah Radford; Thomas Lin,2019,12,cs.CV,image-segmentation,55,AAAI,8,True,ensemble,FFHQ,False
arxiv.202509.03136,Prompt Engineering with Graph Neural Networks,"We study the problem of question answering and propose DeepMix, a scalable framework based on curriculum learning. Our key insight is that architectural simplicity often outperforms complex designs when properly scaled. Extensive experiments on multiple established benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Alex Girshick; Jean Gupta; Yann Kumar,2025,9,cs.CL,question-answering,2,NeurIPS,3,False,transformer,BookCorpus,False
arxiv.202307.02037,Text Summarization,"We propose DualPath, a novel approach to speech recognition. Our method leverages graph convolutions to achieve state-of-the-art results on challenging real-world datasets. Experiments demonstrate improvements of 10.2% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Geoffrey Sun,2023,7,cs.CL,text-generation,94,arXiv-only,1,True,transformer,Common Crawl,False
arxiv.202105.01069,Spiking Neural Networks in Low-Resource Settings,"This paper introduces DenseFormer for semantic segmentation. Unlike prior work that relies on spectral normalization, we design a prompt tuning framework that directly addresses catastrophic forgetting. Evaluation on competitive benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Olga Zhou,2021,5,cs.NE,neural-architecture-search,3,arXiv-only,1,True,transformer,MNIST,False
arxiv.202508.02989,Instruction Tuning at Scale,"We study the problem of language understanding and propose DualPath, a scalable framework based on flow matching. Our key insight is that architectural simplicity often outperforms complex designs when properly scaled. Extensive experiments on large-scale datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Omar Rodriguez; Oriol Watanabe; Xin Moore,2025,8,cs.CL,text-generation,6,ICLR,3,False,transformer,GLUE,False
arxiv.202501.03106,Visual Question Answering under Distribution Shift,"We propose ScaleNet, a novel approach to object detection. Our method leverages data augmentation to achieve state-of-the-art results on standard benchmarks. Experiments demonstrate improvements of 1.8% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Bo Smith; Jakob Chen; Pierre Petrov,2025,1,cs.CV,image-segmentation,4,ICLR,3,True,transformer,ModelNet40,False
arxiv.202209.01423,Genetic Algorithms using Attention Mechanisms,"We present a comprehensive study of machine translation in the context of natural language processing. Through systematic experiments on diverse evaluation suites, we identify key factors that influence model performance and propose DeepMix as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Daniel Anderson,2022,9,cs.NE,neural-architecture-search,16,ICLR,1,True,transformer,not specified,False
arxiv.202106.00861,Reward Modeling,"We propose DeepReason, a novel approach to document retrieval. Our method leverages prompt tuning to achieve state-of-the-art results on competitive benchmarks. Experiments demonstrate improvements of 7.9% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Neha Watanabe; Oriol Wilson; Yoshua Rossi,2021,6,cs.AI,reasoning,13,AAAI,3,False,cnn,not specified,True
arxiv.202501.02948,Adaptive Drone Navigation via Contrastive Learning,"This paper presents ScaleNet, designed for efficient robot manipulation. By leveraging multi-head attention and variational inference, our approach reduces computational cost by 36% while maintaining competitive performance on diverse evaluation suites. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Andrew Wilson; Feng Huang; Li Ali; Rui Brown; Sergey Lin; Siddharth Patel,2025,1,cs.RO,sim-to-real,4,NeurIPS,6,True,gnn,KITTI,False
arxiv.202111.01155,Attention-Based Automated Reasoning,"This paper introduces EfficientAI for recommendation. Unlike prior work that relies on spectral normalization, we design a meta-learning framework that directly addresses catastrophic forgetting. Evaluation on competitive benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Hao Bianchi; Omar Ma,2021,11,cs.AI,planning,167,arXiv-only,2,False,transformer,multiple,False
arxiv.202202.01679,Constitutional AI,"We propose DiffuGen, a novel approach to language understanding. Our method leverages data augmentation to achieve state-of-the-art results on multiple established benchmarks. Experiments demonstrate improvements of 3.9% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Christopher Lin; Ilya Yang; Yoshua Taylor,2022,2,cs.AI,reasoning,3,arXiv-only,3,True,cnn,not specified,False
arxiv.202411.02634,Conformal Prediction via Reinforcement Learning,"We present a comprehensive study of time series forecasting in the context of deep learning. Through systematic experiments on standard benchmarks, we identify key factors that influence model performance and propose AutoScale as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Hao Liu; Noam Hassan; Ross Suzuki,2024,11,stat.ML,time-series,1,NAACL,3,True,transformer,custom,False
arxiv.202311.01992,Attention-Based Image Generation with Transformers,"We present a comprehensive study of image synthesis in the context of foundation models. Through systematic experiments on standard benchmarks, we identify key factors that influence model performance and propose DualPath as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Dmitri Bianchi; Ilya Jones; Neha Shah; Rahul Watanabe,2023,11,cs.CV,image-segmentation,17,AAAI,4,True,gnn,ImageNet,False
arxiv.202306.02235,Cross-Modal Retrieval at Scale,"In this work, we tackle the problem of image classification by introducing ProtoLearn. The core idea is to use mixture of experts to learn robust representations that generalize across domains. We validate our approach on large-scale datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Daniel Thomas; Fei Uszkoreit; Kai Suzuki; Percy Dupont; Yun Xu,2023,6,cs.IR,search-ranking,9,arXiv-only,5,False,transformer,MovieLens,False
arxiv.202310.02004,In-Context Learning at Scale,"We study the problem of visual reasoning and propose DualPath, a scalable framework based on spectral normalization. Our key insight is that auxiliary objectives provide complementary learning signals. Extensive experiments on diverse evaluation suites show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Christopher Popov; Noam Amodei; Sofia Xu,2023,10,cs.CL,question-answering,148,arXiv-only,3,False,transformer,SST-2,False
arxiv.202206.01265,A Survey of Instruction Tuning in Low-Resource Settings,"We study the problem of relation extraction and propose ContextFlow, a scalable framework based on data augmentation. Our key insight is that hierarchical representations capture multi-scale patterns more effectively. Extensive experiments on standard benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Jakob Gao; Olga Gupta,2022,6,cs.CL,summarization,29,ACL,2,True,rnn,WMT,False
arxiv.202004.00617,Self-Supervised Visual Question Answering using Mixture of Experts,"Recent advances in transfer learning have shown promising results for code generation. However, existing methods suffer from data heterogeneity. We address this by proposing GraphFormer, which combines residual connections with graph convolutions to overcome these challenges. Our experiments on large-scale datasets demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Alex Amodei; Kaiming Wilson; Li Bengio; Luca Yang; Ross Liu; Yoshua Rossi,2020,4,cs.CV,face-recognition,6,CVPR,6,False,rnn,CIFAR-10,False
arxiv.202403.02576,Privacy-Preserving Transfer Learning with Pre-trained Models,"In this work, we tackle the problem of visual reasoning by introducing CrossModal. The core idea is to use variational inference to learn robust representations that generalize across domains. We validate our approach on large-scale datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Ivan Zhang,2024,3,cs.LG,optimization,0,arXiv-only,1,True,cnn,custom,False
arxiv.201912.00256,Knowledge Distillation,"We present a comprehensive study of graph classification in the context of graph learning. Through systematic experiments on challenging real-world datasets, we identify key factors that influence model performance and propose DiffuGen as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",James Bianchi; Noam Uszkoreit; Priya Girshick,2019,12,cs.LG,optimization,21,arXiv-only,3,False,rnn,multiple,False
arxiv.202311.01869,Multi-Task Session-Based Recommendation using Attention Mechanisms,"We present a comprehensive study of robot manipulation in the context of generative modeling. Through systematic experiments on competitive benchmarks, we identify key factors that influence model performance and propose AdaptNet as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Dmitri Bengio; Matthew Bernard,2023,11,cs.IR,entity-linking,23,arXiv-only,2,False,diffusion,Natural Questions,False
arxiv.202002.00747,Memory-Augmented Dense Retrieval via Contrastive Learning,"Motivated by recent progress in foundation models, we develop EfficientAI for question answering. Our framework integrates meta-learning with a novel fusion module that captures long-range dependencies. Results on diverse evaluation suites show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Dario Radford; Michael Bengio; Michael Vaswani; Percy Suzuki; Rui Johnson; Yann Williams,2020,2,cs.IR,dense-retrieval,6,CVPR,6,True,transformer,Yelp Reviews,False
arxiv.202207.01200,End-to-End Planning under Uncertainty for Real-World Applications,"We propose AutoScale, a novel approach to machine translation. Our method leverages multi-head attention to achieve state-of-the-art results on standard benchmarks. Experiments demonstrate improvements of 7.8% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Benjamin Mueller; Christopher Ali; Emily Radford,2022,7,cs.AI,safety,4,ACL,3,False,transformer,multiple,False
arxiv.202406.02723,Self-Supervised Kernel Methods with Limited Labels,"We propose NeuralBridge, a novel approach to document retrieval. Our method leverages energy-based models to achieve state-of-the-art results on both synthetic and real-world data. Experiments demonstrate improvements of 2.8% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Fei Schmidt; Kaiming Garcia; Ming Popov,2024,6,stat.ML,density-estimation,3,NeurIPS,3,False,transformer,custom,False
arxiv.202304.01765,Contrastive Feature Selection with Theoretical Guarantees,"We propose UniModel, a novel approach to graph classification. Our method leverages energy-based models to achieve state-of-the-art results on both synthetic and real-world data. Experiments demonstrate improvements of 9.5% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Benjamin Uszkoreit; Ilya Ivanov; Rahul Brown; Sergey Chen,2023,4,cs.LG,representation-learning,6,arXiv-only,4,False,transformer,multiple,False
arxiv.202411.02567,Planning under Uncertainty under Distribution Shift,"In this work, we tackle the problem of anomaly detection by introducing MetaAdapt. The core idea is to use multi-head attention to learn robust representations that generalize across domains. We validate our approach on diverse evaluation suites and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Daniel Williams; Geoffrey Schmidt; Siddharth Schmidt; Yun Singh,2024,11,cs.AI,safety,0,arXiv-only,4,True,diffusion,MuJoCo,False
arxiv.202204.01696,Exploring Collaborative Filtering with Limited Labels,"Recent advances in transfer learning have shown promising results for time series forecasting. However, existing methods suffer from label scarcity. We address this by proposing EfficientAI, which combines gradient checkpointing with spectral normalization to overcome these challenges. Our experiments on challenging real-world datasets demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Ivan Smith; Kai Popov; Laura Xu; Tao Vaswani,2022,4,cs.IR,entity-linking,10,NeurIPS,4,False,diffusion,MS MARCO,False
arxiv.202102.00970,Unified Hyperparameter Optimization with Graph Neural Networks,"We present a comprehensive study of language understanding in the context of generative modeling. Through systematic experiments on challenging real-world datasets, we identify key factors that influence model performance and propose GraphFormer as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Jakob Chen; Noam Bianchi,2021,2,cs.LG,optimization,8,AAAI,2,True,reinforcement_learning,CIFAR-100,False
arxiv.202107.00858,Explainable Panoptic Segmentation for Real-World Applications,"We study the problem of language understanding and propose UniModel, a scalable framework based on contrastive learning. Our key insight is that task-specific adapters preserve pre-trained knowledge while enabling specialization. Extensive experiments on large-scale datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Laura Zhang; Marie Wu; Michael Shazeer; Michael Thomas; Siddharth Goodfellow; Stefan Zhu,2021,7,cs.CV,3d-vision,23,CVPR,6,True,cnn,CelebA,False
arxiv.202502.03181,Robot Manipulation,"Motivated by recent progress in embodied AI, we develop DeepMix for question answering. Our framework integrates self-supervised pre-training with a novel gating module that captures long-range dependencies. Results on both synthetic and real-world data show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Ahmed Patel; David He; Dmitri Xu; Hao Taylor; Yuki Wilson,2025,2,cs.RO,autonomous-driving,0,arXiv-only,5,False,diffusion,KITTI,False
arxiv.202303.02150,Graph-Based Neuroevolution at Scale,"This paper presents DenseFormer, designed for efficient question answering. By leveraging LoRA fine-tuning and meta-learning, our approach reduces computational cost by 61% while maintaining competitive performance on large-scale datasets. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Dario Thomas; Kai Hinton; Rui Liang,2023,3,cs.NE,neuroevolution,518,AAAI,3,False,reinforcement_learning,CIFAR-10,False
arxiv.202001.00700,Model Compression via Contrastive Learning,"Recent advances in foundation models have shown promising results for time series forecasting. However, existing methods suffer from catastrophic forgetting. We address this by proposing DiffuGen, which combines self-supervised pre-training with data augmentation to overcome these challenges. Our experiments on challenging real-world datasets demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Benjamin Patel; Christopher Suzuki; Ian Martin; Laura Li; Noam Ren; Peng Hinton; Takeshi Li,2020,1,cs.LG,representation-learning,9,arXiv-only,7,False,cnn,custom,False
arxiv.202202.01412,Scene Understanding under Distribution Shift,"This paper introduces ScaleNet for document retrieval. Unlike prior work that relies on contrastive learning, we design a contrastive learning framework that directly addresses poor generalization. Evaluation on standard benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Thomas Martinez,2022,2,cs.CV,object-detection,46,ACL,1,True,diffusion,CelebA,False
arxiv.202504.03049,Memory-Augmented Dialogue Systems using Attention Mechanisms,"We present a comprehensive study of anomaly detection in the context of embodied AI. Through systematic experiments on standard benchmarks, we identify key factors that influence model performance and propose DiffuGen as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Ahmed Amodei; Michael Moore,2025,4,cs.CL,summarization,2,ICLR,2,True,bayesian,BookCorpus,False
arxiv.201805.00103,Instruction Tuning with Theoretical Guarantees,"We study the problem of speech recognition and propose HyperNet, a scalable framework based on data augmentation. Our key insight is that task-specific adapters preserve pre-trained knowledge while enabling specialization. Extensive experiments on multiple established benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Anna Chen; Carlos Yamamoto; Christopher Ivanov; Christopher Radford; Geoffrey Rossi; Marie Goodfellow; Ming Shah,2018,5,cs.CL,summarization,6,NAACL,7,False,reinforcement_learning,The Pile,False
arxiv.202311.02234,Interpretable Transfer Learning at Scale,"Recent advances in neural architecture design have shown promising results for anomaly detection. However, existing methods suffer from data heterogeneity. We address this by proposing NeuralBridge, which combines energy-based models with prompt tuning to overcome these challenges. Our experiments on multiple established benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Daniel Liang; James Johnson,2023,11,cs.LG,optimization,8,arXiv-only,2,False,reinforcement_learning,MNIST,False
arxiv.202501.03012,Adaptive Multilingual Models,"This paper introduces EfficientAI for relation extraction. Unlike prior work that relies on mixture of experts, we design a data augmentation framework that directly addresses catastrophic forgetting. Evaluation on challenging real-world datasets shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Daniel Hinton; Geoffrey Tanaka; Ian Amodei; Ivan Goodfellow; Neha Mueller; Omar Martinez; Zhi Zhang,2025,1,cs.CL,sentiment-analysis,8,EMNLP,7,True,diffusion,WMT,False
arxiv.202406.02476,Towards Grasping using Knowledge Distillation,"Motivated by recent progress in computer vision, we develop MetaAdapt for robot manipulation. Our framework integrates multi-head attention with a novel gating module that captures semantic relationships. Results on standard benchmarks show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Alex Bianchi; Yuki Kumar,2024,6,cs.RO,sim-to-real,7,arXiv-only,2,True,transformer,OpenAI Gym,False
