year_month,skill,skill_category,job_count,median_salary_mid_usd,remote_share,share_of_postings
2026-01,RAG,llm,222,181000,0.356,0.1202
2026-01,LLM Evaluation,llm,212,174000,0.392,0.1148
2026-01,CI/CD,platform,209,165000,0.44,0.1132
2026-01,MLflow,mlops,207,167000,0.401,0.1121
2026-01,Vector Databases,llm,201,177000,0.453,0.1088
2026-01,LangChain,llm,188,185000,0.394,0.1018
2026-01,Jupyter,tooling,175,145000,0.394,0.0947
2026-01,Stakeholder Management,product,165,141000,0.327,0.0893
2026-01,OpenAI API,llm,150,185000,0.407,0.0812
2026-01,Transformers,ml,138,174500,0.442,0.0747
2026-01,TensorFlow,ml,135,162000,0.43,0.0731
2026-01,Kafka,data-platform,127,151000,0.425,0.0688
2026-02,Python,programming,1617,159000,0.392,0.8939
2026-02,SQL,analytics,987,146000,0.387,0.5456
2026-02,Azure,cloud,673,153000,0.389,0.372
2026-02,AWS,cloud,665,154000,0.389,0.3676
2026-02,GCP,cloud,650,155000,0.403,0.3593
2026-02,Statistics,analytics,476,152000,0.389,0.2631
2026-02,BigQuery,data-platform,423,153000,0.4,0.2338
2026-02,Docker,platform,397,168000,0.401,0.2195
2026-02,Snowflake,data-platform,390,147000,0.392,0.2156
2026-02,PyTorch,ml,389,168000,0.373,0.215
2026-02,Looker,bi,355,140000,0.4,0.1962
2026-02,A/B Testing,analytics,339,142000,0.389,0.1874
2026-02,Pandas,analytics,339,139000,0.404,0.1874
2026-02,Prompt Engineering,llm,323,175000,0.375,0.1786
2026-02,Experiment Design,analytics,297,151000,0.37,0.1642
2026-02,Databricks,data-platform,291,152000,0.416,0.1609
2026-02,FastAPI,backend,290,180000,0.372,0.1603
2026-02,dbt,data-platform,265,147000,0.389,0.1465
2026-02,Tableau,bi,257,133000,0.401,0.1421
2026-02,Excel,bi,251,133000,0.382,0.1388
2026-02,Spark,data-platform,250,157500,0.364,0.1382
2026-02,Airflow,data-platform,246,157000,0.378,0.136
2026-02,Data Modeling,analytics,240,143500,0.408,0.1327
2026-02,RAG,llm,235,181000,0.391,0.1299
2026-02,CI/CD,platform,232,163000,0.427,0.1282
2026-02,scikit-learn,ml,232,149500,0.375,0.1282
2026-02,Feature Engineering,ml,229,152000,0.384,0.1266
2026-02,MLflow,mlops,226,166000,0.381,0.1249
2026-02,XGBoost,ml,221,151000,0.385,0.1222
2026-02,LLM Evaluation,llm,219,179000,0.429,0.1211
2026-02,Feature Store,mlops,218,164500,0.417,0.1205
2026-02,Vector Databases,llm,218,180500,0.39,0.1205
2026-02,Kubernetes,platform,205,155000,0.405,0.1133
2026-02,LangChain,llm,166,180500,0.392,0.0918
2026-02,Jupyter,tooling,164,144500,0.354,0.0907
2026-02,OpenAI API,llm,146,187500,0.425,0.0807
2026-02,Transformers,ml,145,180000,0.338,0.0802
2026-02,Stakeholder Management,product,134,149500,0.336,0.0741
2026-02,TensorFlow,ml,124,159500,0.355,0.0685
2026-02,Kafka,data-platform,123,149000,0.374,0.068
2026-03,Python,programming,1700,156000,0.394,0.8845
2026-03,SQL,analytics,1092,147000,0.404,0.5682
2026-03,GCP,cloud,715,153000,0.413,0.372
2026-03,AWS,cloud,676,155000,0.37,0.3517
2026-03,Azure,cloud,667,155000,0.382,0.347
2026-03,Statistics,analytics,506,153000,0.399,0.2633
2026-03,Snowflake,data-platform,446,155000,0.415,0.232
2026-03,BigQuery,data-platform,431,146000,0.434,0.2242
2026-03,Looker,bi,414,137000,0.425,0.2154
2026-03,PyTorch,ml,392,162500,0.395,0.204
2026-03,Pandas,analytics,367,152000,0.387,0.1909
2026-03,A/B Testing,analytics,366,151000,0.407,0.1904
2026-03,Prompt Engineering,llm,351,166000,0.379,0.1826
2026-03,Docker,platform,350,161000,0.389,0.1821
2026-03,Databricks,data-platform,347,152000,0.424,0.1805
2026-03,Experiment Design,analytics,319,155000,0.37,0.166
2026-03,FastAPI,backend,303,166000,0.393,0.1576
2026-03,Tableau,bi,301,128000,0.409,0.1566
2026-03,Excel,bi,299,130000,0.431,0.1556
2026-03,dbt,data-platform,286,152000,0.444,0.1488
2026-03,Airflow,data-platform,265,156000,0.389,0.1379
2026-03,scikit-learn,ml,263,166000,0.369,0.1368
2026-03,XGBoost,ml,262,157500,0.378,0.1363
2026-03,LLM Evaluation,llm,261,166000,0.383,0.1358
2026-03,Spark,data-platform,261,155000,0.375,0.1358
2026-03,Feature Engineering,ml,257,170000,0.389,0.1337
2026-03,RAG,llm,257,169000,0.354,0.1337
2026-03,Data Modeling,analytics,256,152000,0.418,0.1332
2026-03,Vector Databases,llm,218,166000,0.422,0.1134
2026-03,CI/CD,platform,197,161000,0.411,0.1025
2026-03,Kubernetes,platform,197,165000,0.376,0.1025
2026-03,Feature Store,mlops,194,159000,0.381,0.1009
2026-03,Jupyter,tooling,190,162500,0.379,0.0989
2026-03,MLflow,mlops,187,161000,0.412,0.0973
2026-03,Stakeholder Management,product,168,133000,0.363,0.0874
2026-03,LangChain,llm,164,160000,0.378,0.0853
2026-03,Transformers,ml,163,179000,0.374,0.0848
2026-03,OpenAI API,llm,156,157000,0.442,0.0812
2026-03,Kafka,data-platform,153,150000,0.392,0.0796
2026-03,TensorFlow,ml,112,168500,0.366,0.0583
